epoch,step,train_accuracy,train_loss,train_loss_0,valid_accuracy,valid_loss,valid_loss_0
0,49,,0.8024043440818787,,,,
0,99,,0.663000226020813,,,,
0,149,,0.6800997853279114,,,,
0,199,,0.6923205852508545,,,,
0,249,,0.6853544116020203,,,,
0,299,,0.6694416403770447,,,,
0,340,,,,0.7276404500007629,0.6317042112350464,0.6317042112350464
0,340,0.6795063614845276,,0.7534198760986328,,,
1,349,,0.7214969992637634,,,,
1,399,,0.6074393391609192,,,,
1,449,,0.631722092628479,,,,
1,499,,0.6507520079612732,,,,
1,549,,0.6260523796081543,,,,
1,599,,0.5881602764129639,,,,
1,649,,0.659589946269989,,,,
1,681,,,,0.7399292588233948,0.5923865437507629,0.5923865437507629
1,681,0.7256931662559509,,0.6313540935516357,,,
2,699,,0.6054970026016235,,,,
2,749,,0.6699398159980774,,,,
2,799,,0.5952625274658203,,,,
2,849,,0.5983805060386658,,,,
2,899,,0.6063724160194397,,,,
2,949,,0.5737419128417969,,,,
2,999,,0.5299028754234314,,,,
2,1022,,,,0.7599287629127502,0.5478295683860779,0.5478295683860779
2,1022,0.7391152381896973,,0.5965323448181152,,,
3,1049,,0.6197688579559326,,,,
3,1099,,0.5786939859390259,,,,
3,1149,,0.5381377339363098,,,,
3,1199,,0.5630626678466797,,,,
3,1249,,0.6290944814682007,,,,
3,1299,,0.6052704453468323,,,,
3,1349,,0.5398184061050415,,,,
3,1363,,,,0.775367259979248,0.519548237323761,0.519548237323761
3,1363,0.753879725933075,,0.5651242733001709,,,
4,1399,,0.5047047138214111,,,,
4,1449,,0.5413467884063721,,,,
4,1499,,0.567798912525177,,,,
4,1549,,0.545689046382904,,,,
4,1599,,0.5478039979934692,,,,
4,1649,,0.5559008121490479,,,,
4,1699,,0.502318263053894,,,,
4,1704,,,,0.7887920141220093,0.4904588460922241,0.4904588460922241
4,1704,0.7674279808998108,,0.5385357141494751,,,
5,1749,,0.5146551728248596,,,,
5,1799,,0.5351765155792236,,,,
5,1849,,0.49000096321105957,,,,
5,1899,,0.5183929204940796,,,,
5,1949,,0.5064399242401123,,,,
5,1999,,0.4977155923843384,,,,
5,2045,,,,0.8017176985740662,0.4636556804180145,0.4636556804180145
5,2045,0.777769148349762,,0.5137909650802612,,,
6,2049,,0.48430755734443665,,,,
6,2099,,0.4686257243156433,,,,
6,2149,,0.5204319953918457,,,,
6,2199,,0.4829491972923279,,,,
6,2249,,0.446956068277359,,,,
6,2299,,0.5417104959487915,,,,
6,2349,,0.4598003029823303,,,,
6,2386,,,,0.8128533959388733,0.4369103014469147,0.4369103014469147
6,2386,0.7871665954589844,,0.4948537349700928,,,
7,2399,,0.4729052782058716,,,,
7,2449,,0.4802553057670593,,,,
7,2499,,0.4289647042751312,,,,
7,2549,,0.466993510723114,,,,
7,2599,,0.4626503586769104,,,,
7,2649,,0.4467686414718628,,,,
7,2699,,0.4794355630874634,,,,
7,2727,,,,0.8216482996940613,0.42164722084999084,0.42164722084999084
7,2727,0.7935348153114319,,0.4801352024078369,,,
8,2749,,0.4485241770744324,,,,
8,2799,,0.4804096817970276,,,,
8,2849,,0.45500093698501587,,,,
8,2899,,0.4356934130191803,,,,
8,2949,,0.4421886205673218,,,,
8,2999,,0.49316662549972534,,,,
8,3049,,0.463218092918396,,,,
8,3068,,,,0.828575849533081,0.4104565978050232,0.4104565978050232
8,3068,0.7991772890090942,,0.4667644202709198,,,
9,3099,,0.43939536809921265,,,,
9,3149,,0.44634953141212463,,,,
9,3199,,0.46436837315559387,,,,
9,3249,,0.45055651664733887,,,,
9,3299,,0.47138676047325134,,,,
9,3349,,0.4306274652481079,,,,
9,3399,,0.441450297832489,,,,
9,3409,,,,0.8348923921585083,0.39252498745918274,0.39252498745918274
9,3409,0.8056659698486328,,0.454843133687973,,,
10,3449,,0.4417731761932373,,,,
