epoch,step,train_accuracy,train_loss,train_loss_0,valid_accuracy,valid_loss,valid_loss_0
0,49,,0.8446381688117981,,,,
0,99,,0.7247750759124756,,,,
0,149,,0.764072060585022,,,,
0,199,,0.7128763198852539,,,,
0,249,,0.6524548530578613,,,,
0,299,,0.6633573770523071,,,,
0,340,,,,0.7282686233520508,0.6302806735038757,0.6302806735038757
0,340,0.6634653210639954,,0.799045979976654,,,
1,349,,0.6476216912269592,,,,
1,399,,0.6460493206977844,,,,
1,449,,0.649429202079773,,,,
1,499,,0.6858765482902527,,,,
1,549,,0.6505297422409058,,,,
1,599,,0.5960665941238403,,,,
1,649,,0.6329770684242249,,,,
1,681,,,,0.7426830530166626,0.5908675193786621,0.5908675193786621
1,681,0.7255899310112,,0.6332141160964966,,,
2,699,,0.618675947189331,,,,
2,749,,0.5810638666152954,,,,
2,799,,0.6000585556030273,,,,
2,849,,0.591206967830658,,,,
2,899,,0.5820156931877136,,,,
2,949,,0.5952379703521729,,,,
2,999,,0.5696269273757935,,,,
2,1022,,,,0.7570544481277466,0.5592436194419861,0.5592436194419861
2,1022,0.7378042936325073,,0.6011348962783813,,,
3,1049,,0.5841289162635803,,,,
3,1099,,0.6247061491012573,,,,
3,1149,,0.5752956867218018,,,,
3,1199,,0.5515799522399902,,,,
3,1249,,0.5655390024185181,,,,
3,1299,,0.5488068461418152,,,,
3,1349,,0.5527809858322144,,,,
3,1363,,,,0.7653933167457581,0.5347709059715271,0.5347709059715271
3,1363,0.7502366304397583,,0.5760340094566345,,,
4,1399,,0.5680652260780334,,,,
4,1449,,0.569841206073761,,,,
4,1499,,0.5547718405723572,,,,
4,1549,,0.5666772127151489,,,,
4,1599,,0.5254272222518921,,,,
4,1649,,0.5556824207305908,,,,
4,1699,,0.5175758600234985,,,,
4,1704,,,,0.781528890132904,0.506601870059967,0.506601870059967
4,1704,0.7590861916542053,,0.5548005700111389,,,
5,1749,,0.5591278672218323,,,,
5,1799,,0.548704981803894,,,,
5,1849,,0.586516261100769,,,,
5,1899,,0.506575345993042,,,,
5,1949,,0.533385157585144,,,,
5,1999,,0.5307779312133789,,,,
5,2045,,,,0.7886887788772583,0.48480427265167236,0.48480427265167236
5,2045,0.7661916613578796,,0.5377428531646729,,,
6,2049,,0.528493344783783,,,,
6,2099,,0.5874214172363281,,,,
6,2149,,0.5778814554214478,,,,
6,2199,,0.5636273622512817,,,,
6,2249,,0.4710344672203064,,,,
6,2299,,0.5343316793441772,,,,
6,2349,,0.5596988201141357,,,,
6,2386,,,,0.7946094274520874,0.47324684262275696,0.47324684262275696
6,2386,0.7734577059745789,,0.5216121673583984,,,
