epoch,step,train_accuracy,train_loss,train_loss_0,valid_accuracy,valid_loss,valid_loss_0
0,49,,0.8353310227394104,,,,
0,99,,0.7167887687683105,,,,
0,149,,0.6817403435707092,,,,
0,199,,0.6534344553947449,,,,
0,249,,0.6380434036254883,,,,
0,299,,0.6362991333007812,,,,
0,340,,,,0.7346282005310059,0.6127815246582031,0.6127815246582031
0,340,0.687214195728302,,0.7273420095443726,,,
1,349,,0.6127966642379761,,,,
1,399,,0.6001798510551453,,,,
1,449,,0.6202934980392456,,,,
1,499,,0.5660130977630615,,,,
1,549,,0.589622974395752,,,,
1,599,,0.6214745044708252,,,,
1,649,,0.6173263788223267,,,,
1,681,,,,0.751564085483551,0.5678262710571289,0.5678262710571289
1,681,0.733125627040863,,0.609859049320221,,,
2,699,,0.5678694248199463,,,,
2,749,,0.5988711714744568,,,,
2,799,,0.5504494309425354,,,,
2,849,,0.561445951461792,,,,
2,899,,0.5388662815093994,,,,
2,949,,0.6017420291900635,,,,
2,999,,0.5641885995864868,,,,
2,1022,,,,0.7720024585723877,0.5327751040458679,0.5327751040458679
2,1022,0.7471816539764404,,0.5760537385940552,,,
3,1049,,0.5800158977508545,,,,
3,1099,,0.5437602996826172,,,,
3,1149,,0.5628550052642822,,,,
3,1199,,0.5700769424438477,,,,
3,1249,,0.5362246632575989,,,,
3,1299,,0.5671805143356323,,,,
3,1349,,0.5374191403388977,,,,
3,1363,,,,0.7879917025566101,0.4938940107822418,0.4938940107822418
3,1363,0.7626805305480957,,0.5460578203201294,,,
4,1399,,0.5276426076889038,,,,
4,1449,,0.5094786882400513,,,,
4,1499,,0.520759642124176,,,,
4,1549,,0.5598284006118774,,,,
4,1599,,0.5319022536277771,,,,
4,1649,,0.5134104490280151,,,,
4,1699,,0.4939112365245819,,,,
4,1704,,,,0.7924579977989197,0.47727131843566895,0.47727131843566895
4,1704,0.7738707661628723,,0.5215539932250977,,,
5,1749,,0.49095800518989563,,,,
5,1799,,0.5457927584648132,,,,
5,1849,,0.5176898837089539,,,,
5,1899,,0.504148006439209,,,,
5,1949,,0.5689185857772827,,,,
5,1999,,0.5092986822128296,,,,
5,2045,,,,0.8057365417480469,0.45415031909942627,0.45415031909942627
5,2045,0.7829010486602783,,0.5019967555999756,,,
6,2049,,0.49723103642463684,,,,
6,2099,,0.4556702971458435,,,,
6,2149,,0.47197985649108887,,,,
6,2199,,0.48911532759666443,,,,
6,2249,,0.49253785610198975,,,,
6,2299,,0.458790123462677,,,,
6,2349,,0.4474925398826599,,,,
6,2386,,,,0.8182576894760132,0.4300292432308197,0.4300292432308197
6,2386,0.792421817779541,,0.4829520881175995,,,
7,2399,,0.48646366596221924,,,,
7,2449,,0.524823784828186,,,,
7,2499,,0.4614447355270386,,,,
7,2549,,0.45203691720962524,,,,
7,2599,,0.46309590339660645,,,,
7,2649,,0.46624529361724854,,,,
7,2699,,0.47479015588760376,,,,
7,2727,,,,0.8244279623031616,0.4150983691215515,0.4150983691215515
7,2727,0.800350546836853,,0.46749740839004517,,,
8,2749,,0.4099366068840027,,,,
8,2799,,0.44621506333351135,,,,
8,2849,,0.44915691018104553,,,,
8,2899,,0.46825170516967773,,,,
8,2949,,0.48233288526535034,,,,
8,2999,,0.44707590341567993,,,,
8,3049,,0.44362491369247437,,,,
8,3068,,,,0.8281369805335999,0.4100542366504669,0.4100542366504669
8,3068,0.8049803972244263,,0.45732876658439636,,,
9,3099,,0.4473648965358734,,,,
9,3149,,0.4298766255378723,,,,
9,3199,,0.4331405460834503,,,,
9,3249,,0.44927236437797546,,,,
9,3299,,0.4628599286079407,,,,
9,3349,,0.41169318556785583,,,,
9,3399,,0.4528455138206482,,,,
9,3409,,,,0.8360971808433533,0.3879427909851074,0.3879427909851074
9,3409,0.8106544613838196,,0.4452041983604431,,,
10,3449,,0.4108050465583801,,,,
10,3499,,0.3724192976951599,,,,
10,3549,,0.4015797972679138,,,,
10,3599,,0.42992234230041504,,,,
10,3649,,0.431104451417923,,,,
10,3699,,0.4270980656147003,,,,
10,3749,,0.3936683237552643,,,,
10,3750,,,,0.8418543338775635,0.37688112258911133,0.37688112258911133
10,3750,0.8164317011833191,,0.43409690260887146,,,
11,3799,,0.4675558805465698,,,,
11,3849,,0.4178636074066162,,,,
11,3899,,0.39952021837234497,,,,
11,3949,,0.40700408816337585,,,,
11,3999,,0.4016886055469513,,,,
11,4049,,0.3930293321609497,,,,
11,4091,,,,0.8470349311828613,0.36691948771476746,0.36691948771476746
11,4091,0.820258378982544,,0.4243354797363281,,,
12,4099,,0.4410775899887085,,,,
12,4149,,0.4127058982849121,,,,
12,4199,,0.4017186760902405,,,,
12,4249,,0.42657557129859924,,,,
12,4299,,0.39442190527915955,,,,
12,4349,,0.42273712158203125,,,,
12,4399,,0.4138306975364685,,,,
12,4432,,,,0.8504599928855896,0.3605210483074188,0.3605210483074188
12,4432,0.8244121074676514,,0.4167044162750244,,,
13,4449,,0.3861628770828247,,,,
13,4499,,0.40179243683815,,,,
13,4549,,0.43302270770072937,,,,
13,4599,,0.4070485532283783,,,,
13,4649,,0.4329736828804016,,,,
13,4699,,0.3844328224658966,,,,
13,4749,,0.3854793310165405,,,,
13,4773,,,,0.8517680168151855,0.3611229658126831,0.3611229658126831
13,4773,0.8276621699333191,,0.4090135395526886,,,
14,4799,,0.3729285001754761,,,,
14,4849,,0.42461442947387695,,,,
14,4899,,0.40648382902145386,,,,
14,4949,,0.42743104696273804,,,,
14,4999,,0.4394996464252472,,,,
14,5049,,0.36817941069602966,,,,
14,5099,,0.3397383987903595,,,,
14,5114,,,,0.8575080037117004,0.3448771834373474,0.3448771834373474
14,5114,0.8309839963912964,,0.4013734757900238,,,
