epoch,step,train_accuracy,train_loss,train_loss_0,valid_accuracy,valid_loss,valid_loss_0
0,49,,0.8728695511817932,,,,
0,99,,0.7507222890853882,,,,
0,149,,0.7064270377159119,,,,
0,199,,0.715935230255127,,,,
0,249,,0.6878077983856201,,,,
0,299,,0.6654924750328064,,,,
0,340,,,,0.7194048166275024,0.6403340697288513,0.6403340697288513
0,340,0.6722058653831482,,0.7790830731391907,,,
1,349,,0.6370404958724976,,,,
1,399,,0.622306764125824,,,,
1,449,,0.6322196125984192,,,,
1,499,,0.6272257566452026,,,,
1,549,,0.6577482223510742,,,,
1,599,,0.630897045135498,,,,
1,649,,0.6402348279953003,,,,
1,681,,,,0.7460220456123352,0.5940343141555786,0.5940343141555786
1,681,0.7263128161430359,,0.6356603503227234,,,
2,699,,0.6028108596801758,,,,
2,749,,0.6061123609542847,,,,
2,799,,0.6047137975692749,,,,
2,849,,0.600892186164856,,,,
2,899,,0.5967693328857422,,,,
2,949,,0.5685455203056335,,,,
2,999,,0.6157814264297485,,,,
2,1022,,,,0.7561250329017639,0.5640795230865479,0.5640795230865479
2,1022,0.7404060959815979,,0.6036152243614197,,,
3,1049,,0.6002922058105469,,,,
3,1099,,0.5636290907859802,,,,
3,1149,,0.5954799056053162,,,,
3,1199,,0.5585557222366333,,,,
3,1249,,0.572151780128479,,,,
3,1299,,0.5701482892036438,,,,
3,1349,,0.5525414347648621,,,,
3,1363,,,,0.7740419507026672,0.5272987484931946,0.5272987484931946
3,1363,0.7528499364852905,,0.573963463306427,,,
4,1399,,0.5761944055557251,,,,
4,1449,,0.5337616205215454,,,,
4,1499,,0.5874142646789551,,,,
4,1549,,0.5421218276023865,,,,
4,1599,,0.575940728187561,,,,
4,1649,,0.522903561592102,,,,
4,1699,,0.5718994140625,,,,
4,1704,,,,0.7858316898345947,0.5026149153709412,0.5026149153709412
4,1704,0.762367844581604,,0.5515286326408386,,,
5,1749,,0.5324033498764038,,,,
5,1799,,0.5241483449935913,,,,
5,1849,,0.510051429271698,,,,
5,1899,,0.5129717588424683,,,,
5,1949,,0.5561507940292358,,,,
5,1999,,0.501895010471344,,,,
5,2045,,,,0.8008226752281189,0.4761827886104584,0.4761827886104584
5,2045,0.7727262377738953,,0.5291343927383423,,,
6,2049,,0.5129503011703491,,,,
6,2099,,0.506243109703064,,,,
6,2149,,0.5101927518844604,,,,
6,2199,,0.5244286060333252,,,,
6,2249,,0.5332173109054565,,,,
6,2299,,0.5326453447341919,,,,
6,2349,,0.49048227071762085,,,,
6,2386,,,,0.8075178861618042,0.45643728971481323,0.45643728971481323
6,2386,0.7815843820571899,,0.5098667740821838,,,
7,2399,,0.5004568696022034,,,,
7,2449,,0.47967255115509033,,,,
7,2499,,0.5277497172355652,,,,
7,2549,,0.4792352616786957,,,,
7,2599,,0.4713497757911682,,,,
7,2649,,0.5179634094238281,,,,
7,2699,,0.47865694761276245,,,,
7,2727,,,,0.8097381591796875,0.4491780400276184,0.4491780400276184
7,2727,0.786873996257782,,0.497442364692688,,,
8,2749,,0.4781751334667206,,,,
8,2799,,0.49988070130348206,,,,
8,2849,,0.4978448748588562,,,,
8,2899,,0.49123048782348633,,,,
8,2949,,0.4845140874385834,,,,
8,2999,,0.4490426480770111,,,,
8,3049,,0.5093249082565308,,,,
8,3068,,,,0.8157620429992676,0.4358882009983063,0.4358882009983063
8,3068,0.7944585084915161,,0.48173874616622925,,,
9,3099,,0.47749948501586914,,,,
9,3149,,0.4695773124694824,,,,
9,3199,,0.4684847593307495,,,,
9,3249,,0.4572679400444031,,,,
9,3299,,0.4510573744773865,,,,
9,3349,,0.4578772783279419,,,,
9,3399,,0.48029398918151855,,,,
9,3409,,,,0.8259597420692444,0.41058650612831116,0.41058650612831116
9,3409,0.7984917163848877,,0.4711245000362396,,,
10,3449,,0.4958766996860504,,,,
10,3499,,0.4419882893562317,,,,
10,3549,,0.4419511556625366,,,,
10,3599,,0.45956164598464966,,,,
10,3649,,0.5122100710868835,,,,
10,3699,,0.43863344192504883,,,,
10,3749,,0.43924468755722046,,,,
10,3750,,,,0.83116614818573,0.40326401591300964,0.40326401591300964
10,3750,0.8032190799713135,,0.4613279402256012,,,
11,3799,,0.4907098412513733,,,,
11,3849,,0.4459051489830017,,,,
11,3899,,0.4677256643772125,,,,
11,3949,,0.42209285497665405,,,,
11,3999,,0.4324714243412018,,,,
11,4049,,0.511096715927124,,,,
11,4091,,,,0.8279218077659607,0.40248382091522217,0.40248382091522217
11,4091,0.8068593144416809,,0.45197543501853943,,,
12,4099,,0.48309510946273804,,,,
12,4149,,0.4318351745605469,,,,
12,4199,,0.43173137307167053,,,,
12,4249,,0.47575557231903076,,,,
12,4299,,0.4558499753475189,,,,
12,4349,,0.4212576746940613,,,,
12,4399,,0.45454415678977966,,,,
12,4432,,,,0.8369147181510925,0.3843863308429718,0.3843863308429718
12,4432,0.8102012276649475,,0.4438670575618744,,,
13,4449,,0.43186694383621216,,,,
13,4499,,0.4569331705570221,,,,
13,4549,,0.3776756525039673,,,,
13,4599,,0.43897685408592224,,,,
13,4649,,0.4618614912033081,,,,
13,4699,,0.4424108862876892,,,,
13,4749,,0.4018566608428955,,,,
13,4773,,,,0.8422502279281616,0.3754817247390747,0.3754817247390747
13,4773,0.8131328821182251,,0.4375098645687103,,,
14,4799,,0.42350539565086365,,,,
14,4849,,0.3897373676300049,,,,
14,4899,,0.4273853302001953,,,,
14,4949,,0.4282905161380768,,,,
14,4999,,0.4688013195991516,,,,
14,5049,,0.4025328457355499,,,,
14,5099,,0.43567997217178345,,,,
14,5114,,,,0.8415015339851379,0.3745393753051758,0.3745393753051758
14,5114,0.8156141638755798,,0.4315705895423889,,,
